context,anchor,relation,query,k,positive,id,random,mpnet_zero,sciIE,gpt-4o,ours
"The predominant approach to 3D environment recognition through 3D occupancy prediction has limitations in representing various scales of features, which affects the perception capability of autonomous vehicles. Additionally, there is a need to address the imbalance of rare classes in the dataset to improve performance in this task.",3D occupancy prediction,inspiration,"Background: The predominant approach to 3D environment recognition through 3D occupancy prediction has limitations in representing various scales of features, which affects the perception capability of autonomous vehicles. Additionally, there is a need to address the imbalance of rare classes in the dataset to improve performance in this task.
Contribution: '3D occupancy prediction' inspired by ",1,the success of UNet in semantic segmentation tasks,1-17616_ccceae07-8996-4571-b029-74ec266900b9,improve chart understanding pipelines,3D semantic occupancy prediction,cross-dataset 3D occupancy prediction pipeline,multiscale neural networks,object detection in gigapixel images
"The predominant approach to 3D environment recognition through 3D occupancy prediction has limitations in representing various scales of features, which affects the perception capability of autonomous vehicles. Additionally, there is a need to address the imbalance of rare classes in the dataset to improve performance in this task.",3D occupancy prediction,inspiration,"Background: The predominant approach to 3D environment recognition through 3D occupancy prediction has limitations in representing various scales of features, which affects the perception capability of autonomous vehicles. Additionally, there is a need to address the imbalance of rare classes in the dataset to improve performance in this task.
Contribution: '3D occupancy prediction' inspired by ",2,the success of UNet in semantic segmentation tasks,2-17616_ccceae07-8996-4571-b029-74ec266900b9,data transformation strategies from language,holistic occupancy prediction,"multi-modal, i.e., LiDAR-camera 3D semantic occupancy prediction framework",multiscale neural networks,an image classification problem
"The existing attention mechanisms in Transformer architectures do not have a direct parallel to the human brain, raising questions about their necessity for achieving intelligence with strong expressive power. Additionally, there is a need for more efficient architectures that can perform comparably to Transformer-based models while addressing the limitations of current MLP variants.",a Transformer-based architecture,inspiration,"Background: The existing attention mechanisms in Transformer architectures do not have a direct parallel to the human brain, raising questions about their necessity for achieving intelligence with strong expressive power. Additionally, there is a need for more efficient architectures that can perform comparably to Transformer-based models while addressing the limitations of current MLP variants.
Contribution: 'a Transformer-based architecture' inspired by ",1,the lateralization of the human brain,1-41901_2c697293-7622-407c-90b3-d11baba3b08e,a deep learning-based image registration framework,advanced transformer-based attention mechanisms,transformer-based attention mechanisms,Biological neural networks,the small-world nature of the brain network
"The existing attention mechanisms in Transformer architectures do not have a direct parallel to the human brain, raising questions about their necessity for achieving intelligence with strong expressive power. Additionally, there is a need for more efficient architectures that can perform comparably to Transformer-based models while addressing the limitations of current MLP variants.",a Transformer-based architecture,inspiration,"Background: The existing attention mechanisms in Transformer architectures do not have a direct parallel to the human brain, raising questions about their necessity for achieving intelligence with strong expressive power. Additionally, there is a need for more efficient architectures that can perform comparably to Transformer-based models while addressing the limitations of current MLP variants.
Contribution: 'a Transformer-based architecture' inspired by ",2,the lateralization of the human brain,2-41901_2c697293-7622-407c-90b3-d11baba3b08e,a framework for motion planning of robotic arms,the transformer style self-attention mechanism,"Transformer-based networks are susceptible to information redundancy.To alleviate these issues, we propose a pyramid attention network (PAN)",Biological neural networks,biological neurons and the mechanistic interpretation of the Transformer architecture
"Existing methods for region-level multi-modality tasks often lack the resolution adaptability necessary to generate precise language descriptions, which limits their effectiveness. This highlights a need for approaches that can better align visual information with human preferences to improve representational adaptability in these models.",Region-level multi-modality methods,inspiration,"Background: Existing methods for region-level multi-modality tasks often lack the resolution adaptability necessary to generate precise language descriptions, which limits their effectiveness. This highlights a need for approaches that can better align visual information with human preferences to improve representational adaptability in these models.
Contribution: 'Region-level multi-modality methods' inspired by ",1,the resolution adaptability of human visual cognition,1-18919_596be789-071b-449e-af61-182b9e644353,the optical characteristics of cameras,methods combining visual modality and Large Language Models through appropriate prompts,multimodal language model,attention mechanisms,recent advancements in visual-language models
"Existing methods for region-level multi-modality tasks often lack the resolution adaptability necessary to generate precise language descriptions, which limits their effectiveness. This highlights a need for approaches that can better align visual information with human preferences to improve representational adaptability in these models.",Region-level multi-modality methods,inspiration,"Background: Existing methods for region-level multi-modality tasks often lack the resolution adaptability necessary to generate precise language descriptions, which limits their effectiveness. This highlights a need for approaches that can better align visual information with human preferences to improve representational adaptability in these models.
Contribution: 'Region-level multi-modality methods' inspired by ",2,the resolution adaptability of human visual cognition,2-18919_596be789-071b-449e-af61-182b9e644353,policy gradient method,multi-modal models that align different modalities with natural language,multimodal large language model,attention mechanisms,advancements in vision language models
"The use of large language models (LLMs) in customer support applications is challenged by their tendency to hallucinate, which complicates their practical implementation. This necessitates a new approach to effectively leverage LLMs while mitigating their limitations in generating reliable responses.",the language modeling task,inspiration,"Background: The use of large language models (LLMs) in customer support applications is challenged by their tendency to hallucinate, which complicates their practical implementation. This necessitates a new approach to effectively leverage LLMs while mitigating their limitations in generating reliable responses.
Contribution: 'the language modeling task' inspired by ",1,a discriminative classification task,1-17133_f28a22ed-aa09-406d-8f6e-e9c33da21483,a self-training mechanism,large language models(LLMs),prompt-engineering-based large language models (LLMs),human conversation patterns,a direct-answer-prediction process
"The use of large language models (LLMs) in customer support applications is challenged by their tendency to hallucinate, which complicates their practical implementation. This necessitates a new approach to effectively leverage LLMs while mitigating their limitations in generating reliable responses.",the language modeling task,inspiration,"Background: The use of large language models (LLMs) in customer support applications is challenged by their tendency to hallucinate, which complicates their practical implementation. This necessitates a new approach to effectively leverage LLMs while mitigating their limitations in generating reliable responses.
Contribution: 'the language modeling task' inspired by ",2,a discriminative classification task,2-17133_f28a22ed-aa09-406d-8f6e-e9c33da21483,the data collection process,a large language model planning module,Large Language Models (LLMs)-based Web agents,human conversation patterns,a sort of question-answering problem
"Existing methods for monocular camera calibration often struggle to generalize across varied real-world scenarios and are limited by insufficient training data, highlighting a need for more robust and accurate estimation techniques. Additionally, the performance of these methods is constrained by specific assumptions that do not hold in diverse applications, indicating a gap in the current research.",the problem of estimating the four degrees of freedom (4-DoF) of camera intrinsic parameters,inspiration,"Background: Existing methods for monocular camera calibration often struggle to generalize across varied real-world scenarios and are limited by insufficient training data, highlighting a need for more robust and accurate estimation techniques. Additionally, the performance of these methods is constrained by specific assumptions that do not hold in diverse applications, indicating a gap in the current research.
Contribution: 'the problem of estimating the four degrees of freedom (4-DoF) of camera intrinsic parameters' inspired by ",1,a dense incident map generation task,1-16545_a7cdd3af-5713-4bfd-b479-ab1e0ac83afb,advanced reasoning and learning,monocular depth estimation,calibrated multi-view captures,deep learning techniques,a Concatenated Recursive Least Squares (C-RLS) task
"Existing methods for monocular camera calibration often struggle to generalize across varied real-world scenarios and are limited by insufficient training data, highlighting a need for more robust and accurate estimation techniques. Additionally, the performance of these methods is constrained by specific assumptions that do not hold in diverse applications, indicating a gap in the current research.",the problem of estimating the four degrees of freedom (4-DoF) of camera intrinsic parameters,inspiration,"Background: Existing methods for monocular camera calibration often struggle to generalize across varied real-world scenarios and are limited by insufficient training data, highlighting a need for more robust and accurate estimation techniques. Additionally, the performance of these methods is constrained by specific assumptions that do not hold in diverse applications, indicating a gap in the current research.
Contribution: 'the problem of estimating the four degrees of freedom (4-DoF) of camera intrinsic parameters' inspired by ",2,a dense incident map generation task,2-16545_a7cdd3af-5713-4bfd-b479-ab1e0ac83afb,quantization,camera-LiDAR calibration,camera pose estimation,deep learning techniques,a Maximum A Posteriori estimation problem
"Existing methods for text-driven human motion generation often overfit specific motion expressions in the training data, which limits their ability to generalize to novel descriptions and restricts broader applicability. This challenge is exacerbated by the scarcity of available motion-text pairs, highlighting a significant gap in the ability to generate diverse and generalizable motion from text inputs.",text-to-motion generation,inspiration,"Background: Existing methods for text-driven human motion generation often overfit specific motion expressions in the training data, which limits their ability to generalize to novel descriptions and restricts broader applicability. This challenge is exacerbated by the scarcity of available motion-text pairs, highlighting a significant gap in the ability to generate diverse and generalizable motion from text inputs.
Contribution: 'text-to-motion generation' inspired by ",1,a Markov decision process,1-273_d1a6a346-7285-4999-b97f-60a7690f65ba,U-Net-based segmentation,knowledge from a text-to-motion model,text-to-motion generation framework,multimodal learning,a frames-to-frames generation task
"Existing methods for text-driven human motion generation often overfit specific motion expressions in the training data, which limits their ability to generalize to novel descriptions and restricts broader applicability. This challenge is exacerbated by the scarcity of available motion-text pairs, highlighting a significant gap in the ability to generate diverse and generalizable motion from text inputs.",text-to-motion generation,inspiration,"Background: Existing methods for text-driven human motion generation often overfit specific motion expressions in the training data, which limits their ability to generalize to novel descriptions and restricts broader applicability. This challenge is exacerbated by the scarcity of available motion-text pairs, highlighting a significant gap in the ability to generate diverse and generalizable motion from text inputs.
Contribution: 'text-to-motion generation' inspired by ",2,a Markov decision process,2-273_d1a6a346-7285-4999-b97f-60a7690f65ba,POD-Deep Operator Network,text-to-image generation,text-to-motion model,multimodal learning,Text-to-Video generation (T2V)
"Existing LLM agents struggle with creative tasks that have open goals and abstract criteria, as they lack the ability to bridge the gap between these tasks and do not receive feedback for self-improvement. This highlights a need for techniques that can enhance the performance of agents in creative building tasks, particularly in environments like Minecraft.",creative agents,inspiration,"Background: Existing LLM agents struggle with creative tasks that have open goals and abstract criteria, as they lack the ability to bridge the gap between these tasks and do not receive feedback for self-improvement. This highlights a need for techniques that can enhance the performance of agents in creative building tasks, particularly in environments like Minecraft.
Contribution: 'creative agents' inspired by ",1,human design practices,1-28821_b0b7ffdc-69f8-48f7-8f7e-ebd756a29ce8,the Dynamic Dif-Fusion module,enhance LLM creativity,LLM-based agents,human creativity and problem-solving,human creativity
"Existing LLM agents struggle with creative tasks that have open goals and abstract criteria, as they lack the ability to bridge the gap between these tasks and do not receive feedback for self-improvement. This highlights a need for techniques that can enhance the performance of agents in creative building tasks, particularly in environments like Minecraft.",creative agents,inspiration,"Background: Existing LLM agents struggle with creative tasks that have open goals and abstract criteria, as they lack the ability to bridge the gap between these tasks and do not receive feedback for self-improvement. This highlights a need for techniques that can enhance the performance of agents in creative building tasks, particularly in environments like Minecraft.
Contribution: 'creative agents' inspired by ",2,human design practices,2-28821_b0b7ffdc-69f8-48f7-8f7e-ebd756a29ce8,geometric learning modules,an LLM-based agent,LLMs' task planning ability,human creativity and problem-solving,designing games
"Previous research has primarily relied on statistical-based features derived from EventStream logs, which, while useful, do not capture the temporal information necessary to understand fine-grained differences in learning behaviors among students. This gap highlights the need for a more effective feature representation method that incorporates time information to enhance insights into student learning activities.",operation logs and their time intervals for each student,inspiration,"Background: Previous research has primarily relied on statistical-based features derived from EventStream logs, which, while useful, do not capture the temporal information necessary to understand fine-grained differences in learning behaviors among students. This gap highlights the need for a more effective feature representation method that incorporates time information to enhance insights into student learning activities.
Contribution: 'operation logs and their time intervals for each student' inspired by ",1,a string sequence of characters,1-12405_0c94a078-64a1-47f0-bdda-1ddce0c2a94d,hyperdimensional vector computing algebras,learning analytics,learning analytics,time-series analysis,a sequence of temporal graphs
"Previous research has primarily relied on statistical-based features derived from EventStream logs, which, while useful, do not capture the temporal information necessary to understand fine-grained differences in learning behaviors among students. This gap highlights the need for a more effective feature representation method that incorporates time information to enhance insights into student learning activities.",operation logs and their time intervals for each student,inspiration,"Background: Previous research has primarily relied on statistical-based features derived from EventStream logs, which, while useful, do not capture the temporal information necessary to understand fine-grained differences in learning behaviors among students. This gap highlights the need for a more effective feature representation method that incorporates time information to enhance insights into student learning activities.
Contribution: 'operation logs and their time intervals for each student' inspired by ",2,a string sequence of characters,2-12405_0c94a078-64a1-47f0-bdda-1ddce0c2a94d,Generative Pretrained Transformer,knowledge features from long text lessons,modeling of student behavior,time-series analysis,a sequence of data points
"Prevailing methods in autonomous driving struggle with intricate scenarios and causal relationships, which hinders adaptability and interpretability in varied environments. There is a need for improved decision-making processes that can simplify environmental interpretation and enhance performance in complex driving situations.",Autonomous driving,inspiration,"Background: Prevailing methods in autonomous driving struggle with intricate scenarios and causal relationships, which hinders adaptability and interpretability in varied environments. There is a need for improved decision-making processes that can simplify environmental interpretation and enhance performance in complex driving situations.
Contribution: 'Autonomous driving' inspired by ",1,the human cognitive process,1-2518_b72205cd-4b25-46d1-9dc5-42785fd4dba3,contrastive learning of performance and design space,the decision-making challenges associated with autonomous vehicles,realistic self-driving scenarios,biological neural networks,sequential decision-making in autonomous driving
"Prevailing methods in autonomous driving struggle with intricate scenarios and causal relationships, which hinders adaptability and interpretability in varied environments. There is a need for improved decision-making processes that can simplify environmental interpretation and enhance performance in complex driving situations.",Autonomous driving,inspiration,"Background: Prevailing methods in autonomous driving struggle with intricate scenarios and causal relationships, which hinders adaptability and interpretability in varied environments. There is a need for improved decision-making processes that can simplify environmental interpretation and enhance performance in complex driving situations.
Contribution: 'Autonomous driving' inspired by ",2,the human cognitive process,2-2518_b72205cd-4b25-46d1-9dc5-42785fd4dba3,semantic information (via Abstract Meaning Representation graphs),"Incorporating human decision-making insights enables autonomous vehicles to more effectively anticipate the potential actions of other vehicles, significantly improving prediction accuracy and responsiveness in dynamic environments",driving environments,biological neural networks,the decision-making challenges associated with autonomous vehicles
"The challenges of acquiring fMRI-image pairs and the variability among individuals significantly hinder the effectiveness of traditional brain decoding methods, which typically rely on a per-subject-per-model paradigm. This limitation necessitates the exploration of new approaches that can effectively utilize limited data while addressing the issues of overfitting and inadequate guidance during training.",few-shot brain decoding,inspiration,"Background: The challenges of acquiring fMRI-image pairs and the variability among individuals significantly hinder the effectiveness of traditional brain decoding methods, which typically rely on a per-subject-per-model paradigm. This limitation necessitates the exploration of new approaches that can effectively utilize limited data while addressing the issues of overfitting and inadequate guidance during training.
Contribution: 'few-shot brain decoding' inspired by ",1,the hemodynamic response function,1-13317_f57406c6-1e89-4e83-8107-b7384e1ee831,fast transfer of their features to learn accurate occupancy fields,cross-subject brain decoding,neuroimaging decoding,meta-learning techniques,cross-subject brain decoding
"The challenges of acquiring fMRI-image pairs and the variability among individuals significantly hinder the effectiveness of traditional brain decoding methods, which typically rely on a per-subject-per-model paradigm. This limitation necessitates the exploration of new approaches that can effectively utilize limited data while addressing the issues of overfitting and inadequate guidance during training.",few-shot brain decoding,inspiration,"Background: The challenges of acquiring fMRI-image pairs and the variability among individuals significantly hinder the effectiveness of traditional brain decoding methods, which typically rely on a per-subject-per-model paradigm. This limitation necessitates the exploration of new approaches that can effectively utilize limited data while addressing the issues of overfitting and inadequate guidance during training.
Contribution: 'few-shot brain decoding' inspired by ",2,the hemodynamic response function,2-13317_f57406c6-1e89-4e83-8107-b7384e1ee831,Poisson-based seamless image cloning,brain representation that is extracted from the fMRI,brain decoding tasks,meta-learning techniques,recent work in few-shot learning
"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",the early exiting problem,inspiration,"Background: Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.
Contribution: 'the early exiting problem' inspired by ",1,a distribution prediction problem,1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,Vision-Language foundation models (VL-models),recent success of Large Language Models,few-shot capabilities of large language models,dynamic neural networks,a sequential decision-making problem
"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",the early exiting problem,inspiration,"Background: Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.
Contribution: 'the early exiting problem' inspired by ",2,a distribution prediction problem,2-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,dynamic programming algorithm,the impressive few-shot capability of Large Language Models,large-scale language models,dynamic neural networks,a Bayes-adaptive Markov decision process
Traditional reinforcement learning algorithms often constrain their capability to acquire complex policies due to the parameterization of the policy as a diagonal Gaussian distribution. This limitation highlights the need for methods that can enhance the representational capacity of the policy to effectively address complex decision-making tasks.,a novel policy function,inspiration,"Background: Traditional reinforcement learning algorithms often constrain their capability to acquire complex policies due to the parameterization of the policy as a diagonal Gaussian distribution. This limitation highlights the need for methods that can enhance the representational capacity of the policy to effectively address complex decision-making tasks.
Contribution: 'a novel policy function' inspired by ",1,the reverse process of the diffusion model,1-19530_f5bceb9c-daea-4639-9dc7-2fa37ee330a9,a Q-learning based approach called the Q-Performer at the low level,low-level policy learning,neural policies,normalizing flows,theoretical foundation of the Kolmogorov-Arnold representation
Traditional reinforcement learning algorithms often constrain their capability to acquire complex policies due to the parameterization of the policy as a diagonal Gaussian distribution. This limitation highlights the need for methods that can enhance the representational capacity of the policy to effectively address complex decision-making tasks.,a novel policy function,inspiration,"Background: Traditional reinforcement learning algorithms often constrain their capability to acquire complex policies due to the parameterization of the policy as a diagonal Gaussian distribution. This limitation highlights the need for methods that can enhance the representational capacity of the policy to effectively address complex decision-making tasks.
Contribution: 'a novel policy function' inspired by ",2,the reverse process of the diffusion model,2-19530_f5bceb9c-daea-4639-9dc7-2fa37ee330a9,a self-supervised prompt learning strategy,stochastic policy optimization,policy optimization,normalizing flows,the Kolmogorov-Arnold representation theorem
"A major barrier to the practical deployment of membership inference attacks is their inability to scale to large well-generalized models, as they either yield a relatively low advantage or require the training of multiple models, which is highly compute-intensive. This highlights a need for a more efficient empirical privacy metric that can be applied to large models without the associated computational burden.",Membership Inference Attacks,inspiration,"Background: A major barrier to the practical deployment of membership inference attacks is their inability to scale to large well-generalized models, as they either yield a relatively low advantage or require the training of multiple models, which is highly compute-intensive. This highlights a need for a more efficient empirical privacy metric that can be applied to large models without the associated computational burden.
Contribution: 'Membership Inference Attacks' inspired by ",1,discrepancy theory,1-32075_d43ff906-666f-48c8-bc4a-9413332d33d4,a tabular imputation framework,the influence of label smoothing on model confidence and differential privacy,membership inference attacks,differential privacy techniques,the influence of label smoothing on model confidence and differential privacy
"A major barrier to the practical deployment of membership inference attacks is their inability to scale to large well-generalized models, as they either yield a relatively low advantage or require the training of multiple models, which is highly compute-intensive. This highlights a need for a more efficient empirical privacy metric that can be applied to large models without the associated computational burden.",Membership Inference Attacks,inspiration,"Background: A major barrier to the practical deployment of membership inference attacks is their inability to scale to large well-generalized models, as they either yield a relatively low advantage or require the training of multiple models, which is highly compute-intensive. This highlights a need for a more efficient empirical privacy metric that can be applied to large models without the associated computational burden.
Contribution: 'Membership Inference Attacks' inspired by ",2,discrepancy theory,2-32075_d43ff906-666f-48c8-bc4a-9413332d33d4,a speech-decoding framework,the Privacy-sensitive Object Identification task,membership inference attacks (MIA),differential privacy techniques,the robustness of information bottlenecks against noise
"The study addresses the challenge of promoting constructive discussions on controversial topics online, particularly by transforming disagreeing responses to signal receptiveness. It highlights the need for a framework that aligns generated responses with human perceptions of receptiveness, which is crucial for effective content moderation.",automatic reframing of disagreeing responses,inspiration,"Background: The study addresses the challenge of promoting constructive discussions on controversial topics online, particularly by transforming disagreeing responses to signal receptiveness. It highlights the need for a framework that aligns generated responses with human perceptions of receptiveness, which is crucial for effective content moderation.
Contribution: 'automatic reframing of disagreeing responses' inspired by ",1,"research from psychology, communications, and linguistics",1-21937_ac207314-75f0-42a8-af87-f22b8f044c8c,cross-attention maps,human behavior in debate preparation and execution,sentiment polarities,politeness strategies,"research from psychology, communications, and linguistics"
"The study addresses the challenge of promoting constructive discussions on controversial topics online, particularly by transforming disagreeing responses to signal receptiveness. It highlights the need for a framework that aligns generated responses with human perceptions of receptiveness, which is crucial for effective content moderation.",automatic reframing of disagreeing responses,inspiration,"Background: The study addresses the challenge of promoting constructive discussions on controversial topics online, particularly by transforming disagreeing responses to signal receptiveness. It highlights the need for a framework that aligns generated responses with human perceptions of receptiveness, which is crucial for effective content moderation.
Contribution: 'automatic reframing of disagreeing responses' inspired by ",2,"research from psychology, communications, and linguistics",2-21937_ac207314-75f0-42a8-af87-f22b8f044c8c,an open-world sequential landmark discovery problem,theories in human deliberation,deliberative discussion,politeness strategies,foundational principles of human communication within psychology
"The rendering of specular objects, such as shiny metals or glossy paints, poses significant challenges due to the need to accurately reproduce their glossy appearance and global illumination effects, including interreflection from surrounding objects. Existing methods have limitations in modeling high-frequency angular signals, which are critical for achieving realistic view synthesis in these complex scenarios.",angular domain,inspiration,"Background: The rendering of specular objects, such as shiny metals or glossy paints, poses significant challenges due to the need to accurately reproduce their glossy appearance and global illumination effects, including interreflection from surrounding objects. Existing methods have limitations in modeling high-frequency angular signals, which are critical for achieving realistic view synthesis in these complex scenarios.
Contribution: 'angular domain' inspired by ",1,feature-grid-based spatial encoding,1-25214_4540ec36-49bc-4f47-9c45-835265c72638,eigenanalysis of a covariance matrix evaluated on a training set,optical simulation including physically based rendering,optical modeling,wavelet transforms,the frequency domain
"The rendering of specular objects, such as shiny metals or glossy paints, poses significant challenges due to the need to accurately reproduce their glossy appearance and global illumination effects, including interreflection from surrounding objects. Existing methods have limitations in modeling high-frequency angular signals, which are critical for achieving realistic view synthesis in these complex scenarios.",angular domain,inspiration,"Background: The rendering of specular objects, such as shiny metals or glossy paints, poses significant challenges due to the need to accurately reproduce their glossy appearance and global illumination effects, including interreflection from surrounding objects. Existing methods have limitations in modeling high-frequency angular signals, which are critical for achieving realistic view synthesis in these complex scenarios.
Contribution: 'angular domain' inspired by ",2,feature-grid-based spatial encoding,2-25214_4540ec36-49bc-4f47-9c45-835265c72638,Mixture Density Networks,Gaussian-based radiance field rendering,specular reflections,wavelet transforms,a Frequency domain perspective
"Detecting and localizing objects of interest in embodied agents is challenging due to the high cost of supervision, such as bounding boxes, and the limitations of existing unsupervised methods that struggle with over-/under-segmentation and irrelevant objects. The absence of annotated boxes creates uncertainty in how to group pixels into objects, highlighting a significant gap in the ability to effectively identify mobile objects in various contexts.","Embodied agents must detect and localize objects of interest, e.g. traffic participants for self-driving cars",inspiration,"Background: Detecting and localizing objects of interest in embodied agents is challenging due to the high cost of supervision, such as bounding boxes, and the limitations of existing unsupervised methods that struggle with over-/under-segmentation and irrelevant objects. The absence of annotated boxes creates uncertainty in how to group pixels into objects, highlighting a significant gap in the ability to effectively identify mobile objects in various contexts.
Contribution: 'Embodied agents must detect and localize objects of interest, e.g. traffic participants for self-driving cars' inspired by ",1,human visual system and practical applications,1-19510_63f70c39-c2ff-4f05-9881-ede8f1c825cf,a novel camera and storyboard interface,object detectors,unsupervised instance detection,biological vision systems,Object detection as part of computer vision
"Detecting and localizing objects of interest in embodied agents is challenging due to the high cost of supervision, such as bounding boxes, and the limitations of existing unsupervised methods that struggle with over-/under-segmentation and irrelevant objects. The absence of annotated boxes creates uncertainty in how to group pixels into objects, highlighting a significant gap in the ability to effectively identify mobile objects in various contexts.","Embodied agents must detect and localize objects of interest, e.g. traffic participants for self-driving cars",inspiration,"Background: Detecting and localizing objects of interest in embodied agents is challenging due to the high cost of supervision, such as bounding boxes, and the limitations of existing unsupervised methods that struggle with over-/under-segmentation and irrelevant objects. The absence of annotated boxes creates uncertainty in how to group pixels into objects, highlighting a significant gap in the ability to effectively identify mobile objects in various contexts.
Contribution: 'Embodied agents must detect and localize objects of interest, e.g. traffic participants for self-driving cars' inspired by ",2,human visual system and practical applications,2-19510_63f70c39-c2ff-4f05-9881-ede8f1c825cf,characterize the divergences in the conversational tones of Large Language Models relative to humans,"object detection, instance segmentation, and semantic segmentation",open-world object detector,biological vision systems,the success of utilizing temporal information in 3D object detection
"Deep networks often struggle with generalization when faced with domain shifts in medical imaging, such as variations in data from different hospitals or demographic factors. This highlights a gap in existing models, which lack appropriate architectural priors for reliable performance in these challenging scenarios.",giving deep networks a prior grounded in explicit medical knowledge communicated in natural language,inspiration,"Background: Deep networks often struggle with generalization when faced with domain shifts in medical imaging, such as variations in data from different hospitals or demographic factors. This highlights a gap in existing models, which lack appropriate architectural priors for reliable performance in these challenging scenarios.
Contribution: 'giving deep networks a prior grounded in explicit medical knowledge communicated in natural language' inspired by ",1,medical training,1-16109_761d4b7f-cf5a-4694-a15e-bace15daa624,encoder-decoder model,enhance the capability of medical Multimodal Large Languange Models in understanding anatomical regions within entire medical scans,semantic high dimensional medical knowledge,clinical guidelines,"Inspired by this, we investigate the role of medical knowledge in disease diagnosis through doctor-patient interaction"
"Deep networks often struggle with generalization when faced with domain shifts in medical imaging, such as variations in data from different hospitals or demographic factors. This highlights a gap in existing models, which lack appropriate architectural priors for reliable performance in these challenging scenarios.",giving deep networks a prior grounded in explicit medical knowledge communicated in natural language,inspiration,"Background: Deep networks often struggle with generalization when faced with domain shifts in medical imaging, such as variations in data from different hospitals or demographic factors. This highlights a gap in existing models, which lack appropriate architectural priors for reliable performance in these challenging scenarios.
Contribution: 'giving deep networks a prior grounded in explicit medical knowledge communicated in natural language' inspired by ",2,medical training,2-16109_761d4b7f-cf5a-4694-a15e-bace15daa624,"anomalies vary randomly in shape and appearance, whereas products hold globally consistent patterns with slight local variations",medical knowledge acquired by large language models,"medical multimodal corpora for training, we propose a Region-Aware medical MLLM",clinical guidelines,developing large language models in the medical domain to assist clinicians
"Large language models (LLMs) struggle to efficiently and effectively integrate a large amount of new experiences after pre-training, often leading to issues such as catastrophic forgetting. Existing retrieval-augmented generation methods do not adequately address the need for deeper and more efficient knowledge integration over new experiences.",Large language models,inspiration,"Background: Large language models (LLMs) struggle to efficiently and effectively integrate a large amount of new experiences after pre-training, often leading to issues such as catastrophic forgetting. Existing retrieval-augmented generation methods do not adequately address the need for deeper and more efficient knowledge integration over new experiences.
Contribution: 'Large language models' inspired by ",1,the hippocampal indexing theory of human long-term memory,1-22754_bedeb6c2-8c39-419a-a266-853073a26761,clinicians' decision-making processes for hemoglobin level/anemia degree prediction,"Contrary to human language learning, recent advancements in large language models have primarily adopted a non-interactive training paradigm, and refined pre-trained models through feedback afterward",long-context retrieval augmented generation,the memory consolidation process of the human brain,the retrieve-then-generate paradigm of Retrieval-augmented generation
"Large language models (LLMs) struggle to efficiently and effectively integrate a large amount of new experiences after pre-training, often leading to issues such as catastrophic forgetting. Existing retrieval-augmented generation methods do not adequately address the need for deeper and more efficient knowledge integration over new experiences.",Large language models,inspiration,"Background: Large language models (LLMs) struggle to efficiently and effectively integrate a large amount of new experiences after pre-training, often leading to issues such as catastrophic forgetting. Existing retrieval-augmented generation methods do not adequately address the need for deeper and more efficient knowledge integration over new experiences.
Contribution: 'Large language models' inspired by ",2,the hippocampal indexing theory of human long-term memory,2-22754_bedeb6c2-8c39-419a-a266-853073a26761,the more robust feature space for the first time,a modified Retrieval-Augmented Generation pipeline,domain-based Retrieval-Augmented Generation (RAG),the memory consolidation process of the human brain,the Retrieval-Augmented Generation concept
"Learners often struggle with comprehending, recalling, and retelling the story contexts of target words, which presents a challenge in vocabulary learning. There is a need for effective tools that can enhance understanding and recall during story retelling practices.",a computational workflow to generate relevant images paired with stories,inspiration,"Background: Learners often struggle with comprehending, recalling, and retelling the story contexts of target words, which presents a challenge in vocabulary learning. There is a need for effective tools that can enhance understanding and recall during story retelling practices.
Contribution: 'a computational workflow to generate relevant images paired with stories' inspired by ",1,the Cognitive Theory of Multimedia Learning,1-7353_b9e42363-8a14-4ad8-938b-ca99ac481d3f,augmented reality technologies,generating narratives by analyzing single images or image sequences,story generation,neural networks for image generation,recent advancements in text-to-image generative models
