example_id,annotator,context,gold,baseline,suggestion,is_ill_defined,knowledge_level,k,rank,normalized_rank
1-31947_b1f88262-1a96-403f-869a-81fc0a4265a7,noy.sternlicht@mail.huji.ac.il,"Large language models (LLMs) often struggle to provide up-to-date information due to their one-time training and the constantly evolving nature of the world. Existing approaches to keep LLMs current face difficulties in extracting stored knowledge, highlighting a need for improved methods of knowledge acquisition from raw documents.",the remarkable success of the Feynman Technique in efficient human learning,positive,the remarkable success of the Feynman Technique in efficient human learning,False,3,1,2,1.0
1-641_e3d9632c-90a7-45f0-a4dc-e89908811948,noy.sternlicht@mail.huji.ac.il,"Model attribution for LLM-generated disinformation is challenging due to the human-like quality of the disinformation produced and the diversity in prompting methods, which complicates accurate source attribution. An effective attribution model must be invariant to domain-specific features and proficient in identifying originating models across various scenarios, reflecting real-world detection challenges.",a domain generalization problem,ours,the attribution task,False,2,1,4,1.3333333333333333
1-641_e3d9632c-90a7-45f0-a4dc-e89908811948,noy.sternlicht@mail.huji.ac.il,"Model attribution for LLM-generated disinformation is challenging due to the human-like quality of the disinformation produced and the diversity in prompting methods, which complicates accurate source attribution. An effective attribution model must be invariant to domain-specific features and proficient in identifying originating models across various scenarios, reflecting real-world detection challenges.",a domain generalization problem,mpnet_zero,independent disinformation generation characteristics of various large language models,False,2,1,3,1.0
1-641_e3d9632c-90a7-45f0-a4dc-e89908811948,noy.sternlicht@mail.huji.ac.il,"Model attribution for LLM-generated disinformation is challenging due to the human-like quality of the disinformation produced and the diversity in prompting methods, which complicates accurate source attribution. An effective attribution model must be invariant to domain-specific features and proficient in identifying originating models across various scenarios, reflecting real-world detection challenges.",a domain generalization problem,sciIE,Detecting Misinformation by Integrating Intent featuRes (DM-INTER),False,2,1,1,0.3333333333333333
1-641_e3d9632c-90a7-45f0-a4dc-e89908811948,noy.sternlicht@mail.huji.ac.il,"Model attribution for LLM-generated disinformation is challenging due to the human-like quality of the disinformation produced and the diversity in prompting methods, which complicates accurate source attribution. An effective attribution model must be invariant to domain-specific features and proficient in identifying originating models across various scenarios, reflecting real-world detection challenges.",a domain generalization problem,positive,a domain generalization problem,False,2,1,5,1.6666666666666665
1-641_e3d9632c-90a7-45f0-a4dc-e89908811948,noy.sternlicht@mail.huji.ac.il,"Model attribution for LLM-generated disinformation is challenging due to the human-like quality of the disinformation produced and the diversity in prompting methods, which complicates accurate source attribution. An effective attribution model must be invariant to domain-specific features and proficient in identifying originating models across various scenarios, reflecting real-world detection challenges.",a domain generalization problem,random,a self-evolving framework,False,2,1,6,2.0
1-641_e3d9632c-90a7-45f0-a4dc-e89908811948,noy.sternlicht@mail.huji.ac.il,"Model attribution for LLM-generated disinformation is challenging due to the human-like quality of the disinformation produced and the diversity in prompting methods, which complicates accurate source attribution. An effective attribution model must be invariant to domain-specific features and proficient in identifying originating models across various scenarios, reflecting real-world detection challenges.",a domain generalization problem,gpt-4o,forensic linguistics,False,2,1,2,0.6666666666666666
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,noy.sternlicht@mail.huji.ac.il,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,gpt-4o,symbolic reasoning techniques,False,3,1,2,1.0
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,noy.sternlicht@mail.huji.ac.il,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,sciIE,Large-Language model (LLM),False,3,1,5,2.5
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,noy.sternlicht@mail.huji.ac.il,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,random,self-distillation,False,3,1,6,3.0
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,noy.sternlicht@mail.huji.ac.il,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,ours,the cognitive mechanism in human mathematical learning,False,3,1,3,1.5
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,noy.sternlicht@mail.huji.ac.il,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,mpnet_zero,improve the reasoning capabilities of Large Language Models,False,3,1,4,2.0
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,noy.sternlicht@mail.huji.ac.il,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,positive,the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,False,3,1,1,0.5
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,noy.sternlicht@mail.huji.ac.il,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.",a generalisation of the well-studied taxonomy expansion task,gpt-4o,knowledge graph embeddings,False,3,1,2,1.0
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,noy.sternlicht@mail.huji.ac.il,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.",a generalisation of the well-studied taxonomy expansion task,ours,a knowledge graph completion problem,False,3,1,1,0.5
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,noy.sternlicht@mail.huji.ac.il,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.",a generalisation of the well-studied taxonomy expansion task,random,nodes in a bipartite graph that is fully connected,False,3,1,6,3.0
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,noy.sternlicht@mail.huji.ac.il,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.",a generalisation of the well-studied taxonomy expansion task,positive,a generalisation of the well-studied taxonomy expansion task,False,3,1,3,1.5
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,noy.sternlicht@mail.huji.ac.il,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.",a generalisation of the well-studied taxonomy expansion task,mpnet_zero,ontological knowledge,False,3,1,5,2.5
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,noy.sternlicht@mail.huji.ac.il,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.",a generalisation of the well-studied taxonomy expansion task,sciIE,Ontology Learning,False,3,1,4,2.0
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.",the cognitive linguistic theory of frame semantics,ours,the bag-of-words assumption in information retrieval,False,3,1,4,2.0
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.",the cognitive linguistic theory of frame semantics,mpnet_zero,general fact-checking capabilities of pre-trained language models,False,3,1,3,1.5
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.",the cognitive linguistic theory of frame semantics,random,Visual in-context learning,False,3,1,6,3.0
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.",the cognitive linguistic theory of frame semantics,gpt-4o,search engine algorithms,False,3,1,2,1.0
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.",the cognitive linguistic theory of frame semantics,positive,the cognitive linguistic theory of frame semantics,False,3,1,1,0.5
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.",the cognitive linguistic theory of frame semantics,sciIE,large-scale language models (LLMs),False,3,1,5,2.5
1-710_6debd94c-e2b4-4874-a585-24876952adbb,noy.sternlicht@mail.huji.ac.il,"The propagation of social biases within large language models, inherited from diverse training datasets, presents a significant challenge in understanding and mitigating these biases. There is a necessity for tailored debiasing strategies and a deeper understanding of the complex mechanisms and pathways through which bias operates in these models.",causal mediation analysis,random,a Lagrangian-mechanics-based physical model,False,2,1,6,2.0
1-710_6debd94c-e2b4-4874-a585-24876952adbb,noy.sternlicht@mail.huji.ac.il,"The propagation of social biases within large language models, inherited from diverse training datasets, presents a significant challenge in understanding and mitigating these biases. There is a necessity for tailored debiasing strategies and a deeper understanding of the complex mechanisms and pathways through which bias operates in these models.",causal mediation analysis,gpt-4o,cultural evolution theory,False,2,1,2,0.6666666666666666
1-710_6debd94c-e2b4-4874-a585-24876952adbb,noy.sternlicht@mail.huji.ac.il,"The propagation of social biases within large language models, inherited from diverse training datasets, presents a significant challenge in understanding and mitigating these biases. There is a necessity for tailored debiasing strategies and a deeper understanding of the complex mechanisms and pathways through which bias operates in these models.",causal mediation analysis,mpnet_zero,studying biases and inherent knowledge of large language modelss,False,2,1,3,1.0
1-710_6debd94c-e2b4-4874-a585-24876952adbb,noy.sternlicht@mail.huji.ac.il,"The propagation of social biases within large language models, inherited from diverse training datasets, presents a significant challenge in understanding and mitigating these biases. There is a necessity for tailored debiasing strategies and a deeper understanding of the complex mechanisms and pathways through which bias operates in these models.",causal mediation analysis,sciIE,Large Language Model Bias Index (LLMBI),False,2,1,4,1.3333333333333333
1-710_6debd94c-e2b4-4874-a585-24876952adbb,noy.sternlicht@mail.huji.ac.il,"The propagation of social biases within large language models, inherited from diverse training datasets, presents a significant challenge in understanding and mitigating these biases. There is a necessity for tailored debiasing strategies and a deeper understanding of the complex mechanisms and pathways through which bias operates in these models.",causal mediation analysis,positive,causal mediation analysis,False,2,1,5,1.6666666666666665
1-710_6debd94c-e2b4-4874-a585-24876952adbb,noy.sternlicht@mail.huji.ac.il,"The propagation of social biases within large language models, inherited from diverse training datasets, presents a significant challenge in understanding and mitigating these biases. There is a necessity for tailored debiasing strategies and a deeper understanding of the complex mechanisms and pathways through which bias operates in these models.",causal mediation analysis,ours,the spread of rumors or influence in an online social network,False,2,1,1,0.3333333333333333
1-34117_868de9d7-8184-4bfc-b655-a3df1c2c4980,noy.sternlicht@mail.huji.ac.il,"Assessing long-form responses generated by Vision-Language Models (VLMs) is challenging due to the need to verify both adherence to instructions and the grounding of text outputs in the provided images. This highlights a gap in effective evaluation methods for VLMs, necessitating innovative approaches to improve assessment accuracy and transparency.",evaluating LMs with LMs,gpt-4o,human visual perception,False,2,1,4,1.3333333333333333
1-34117_868de9d7-8184-4bfc-b655-a3df1c2c4980,noy.sternlicht@mail.huji.ac.il,"Assessing long-form responses generated by Vision-Language Models (VLMs) is challenging due to the need to verify both adherence to instructions and the grounding of text outputs in the provided images. This highlights a gap in effective evaluation methods for VLMs, necessitating innovative approaches to improve assessment accuracy and transparency.",evaluating LMs with LMs,positive,evaluating LMs with LMs,False,2,1,2,0.6666666666666666
1-34117_868de9d7-8184-4bfc-b655-a3df1c2c4980,noy.sternlicht@mail.huji.ac.il,"Assessing long-form responses generated by Vision-Language Models (VLMs) is challenging due to the need to verify both adherence to instructions and the grounding of text outputs in the provided images. This highlights a gap in effective evaluation methods for VLMs, necessitating innovative approaches to improve assessment accuracy and transparency.",evaluating LMs with LMs,random,the parameters trained with gradient descent,False,2,1,6,2.0
1-34117_868de9d7-8184-4bfc-b655-a3df1c2c4980,noy.sternlicht@mail.huji.ac.il,"Assessing long-form responses generated by Vision-Language Models (VLMs) is challenging due to the need to verify both adherence to instructions and the grounding of text outputs in the provided images. This highlights a gap in effective evaluation methods for VLMs, necessitating innovative approaches to improve assessment accuracy and transparency.",evaluating LMs with LMs,ours,human evaluation,False,2,1,3,1.0
1-34117_868de9d7-8184-4bfc-b655-a3df1c2c4980,noy.sternlicht@mail.huji.ac.il,"Assessing long-form responses generated by Vision-Language Models (VLMs) is challenging due to the need to verify both adherence to instructions and the grounding of text outputs in the provided images. This highlights a gap in effective evaluation methods for VLMs, necessitating innovative approaches to improve assessment accuracy and transparency.",evaluating LMs with LMs,sciIE,multimodal vision-language models (VLMs),False,2,1,5,1.6666666666666665
1-34117_868de9d7-8184-4bfc-b655-a3df1c2c4980,noy.sternlicht@mail.huji.ac.il,"Assessing long-form responses generated by Vision-Language Models (VLMs) is challenging due to the need to verify both adherence to instructions and the grounding of text outputs in the provided images. This highlights a gap in effective evaluation methods for VLMs, necessitating innovative approaches to improve assessment accuracy and transparency.",evaluating LMs with LMs,mpnet_zero,evaluate high-level cognitive ability of Large Vision-Language Models using images with rich semantics,False,2,1,1,0.3333333333333333
1-28499_a7ef1baf-ab5c-453f-915e-f7d3429a8017,noy.sternlicht@mail.huji.ac.il,"To enhance zero-shot translation, models need to share knowledge across languages, which is a challenge in many-to-many multilingual neural machine translation. Existing methods may not effectively leverage both semantic and linguistic features, limiting their ability to improve translation performance across diverse languages.",the process of integrating semantic features from the source sentences and linguistic features from the target sentences,ours,quantifying the alignment and overlap of concepts across languages in multilingual embeddings,False,3,1,1,0.5
1-28499_a7ef1baf-ab5c-453f-915e-f7d3429a8017,noy.sternlicht@mail.huji.ac.il,"To enhance zero-shot translation, models need to share knowledge across languages, which is a challenge in many-to-many multilingual neural machine translation. Existing methods may not effectively leverage both semantic and linguistic features, limiting their ability to improve translation performance across diverse languages.",the process of integrating semantic features from the source sentences and linguistic features from the target sentences,mpnet_zero,Multilingual neural machine translation models,False,3,1,3,1.5
1-28499_a7ef1baf-ab5c-453f-915e-f7d3429a8017,noy.sternlicht@mail.huji.ac.il,"To enhance zero-shot translation, models need to share knowledge across languages, which is a challenge in many-to-many multilingual neural machine translation. Existing methods may not effectively leverage both semantic and linguistic features, limiting their ability to improve translation performance across diverse languages.",the process of integrating semantic features from the source sentences and linguistic features from the target sentences,positive,the process of integrating semantic features from the source sentences and linguistic features from the target sentences,False,3,1,2,1.0
1-28499_a7ef1baf-ab5c-453f-915e-f7d3429a8017,noy.sternlicht@mail.huji.ac.il,"To enhance zero-shot translation, models need to share knowledge across languages, which is a challenge in many-to-many multilingual neural machine translation. Existing methods may not effectively leverage both semantic and linguistic features, limiting their ability to improve translation performance across diverse languages.",the process of integrating semantic features from the source sentences and linguistic features from the target sentences,sciIE,Pre-trained sequence-to-sequence (seq2seq) multi-lingual models,False,3,1,4,2.0
1-28499_a7ef1baf-ab5c-453f-915e-f7d3429a8017,noy.sternlicht@mail.huji.ac.il,"To enhance zero-shot translation, models need to share knowledge across languages, which is a challenge in many-to-many multilingual neural machine translation. Existing methods may not effectively leverage both semantic and linguistic features, limiting their ability to improve translation performance across diverse languages.",the process of integrating semantic features from the source sentences and linguistic features from the target sentences,random,cognitive load theory,False,3,1,6,3.0
1-28499_a7ef1baf-ab5c-453f-915e-f7d3429a8017,noy.sternlicht@mail.huji.ac.il,"To enhance zero-shot translation, models need to share knowledge across languages, which is a challenge in many-to-many multilingual neural machine translation. Existing methods may not effectively leverage both semantic and linguistic features, limiting their ability to improve translation performance across diverse languages.",the process of integrating semantic features from the source sentences and linguistic features from the target sentences,gpt-4o,multilingual pretraining,False,3,1,5,2.5
1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,noy.sternlicht@mail.huji.ac.il,"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",a distribution prediction problem,ours,a sequential decision-making problem,False,2,1,2,0.6666666666666666
1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,noy.sternlicht@mail.huji.ac.il,"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",a distribution prediction problem,gpt-4o,dynamic neural networks,False,2,1,3,1.0
1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,noy.sternlicht@mail.huji.ac.il,"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",a distribution prediction problem,sciIE,few-shot capabilities of large language models,False,2,1,1,0.3333333333333333
1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,noy.sternlicht@mail.huji.ac.il,"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",a distribution prediction problem,random,Vision-Language foundation models (VL-models),False,2,1,5,1.6666666666666665
1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,noy.sternlicht@mail.huji.ac.il,"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",a distribution prediction problem,mpnet_zero,recent success of Large Language Models,False,2,1,6,2.0
1-7666_2a8784a6-8ba4-427a-83c8-f512ec6d752c,noy.sternlicht@mail.huji.ac.il,"Existing methods for early exiting in large language models require significant effort to train internal classifiers and can only achieve comparable performance at best, highlighting a need for more efficient approaches. Additionally, the high computational overhead associated with model inference presents a challenge that necessitates innovative solutions to accelerate inference while maintaining performance.",a distribution prediction problem,positive,a distribution prediction problem,False,2,1,4,1.3333333333333333
1-41666_89a913b3-9f44-4ee4-80d9-4861ab8d754d,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of effectively generating AI research leaderboards by extracting specific quadruples from scholarly articles, highlighting the limitations of traditional approaches that rely on predefined taxonomies. It emphasizes the need for improved context selection to enhance the accuracy of large language models and reduce the occurrence of hallucinations in information extraction tasks.",a text generation objective,positive,a text generation objective,False,4,1,2,1.3333333333333333
1-41666_89a913b3-9f44-4ee4-80d9-4861ab8d754d,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of effectively generating AI research leaderboards by extracting specific quadruples from scholarly articles, highlighting the limitations of traditional approaches that rely on predefined taxonomies. It emphasizes the need for improved context selection to enhance the accuracy of large language models and reduce the occurrence of hallucinations in information extraction tasks.",a text generation objective,sciIE,information extraction tasks,False,4,1,4,2.6666666666666665
1-41666_89a913b3-9f44-4ee4-80d9-4861ab8d754d,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of effectively generating AI research leaderboards by extracting specific quadruples from scholarly articles, highlighting the limitations of traditional approaches that rely on predefined taxonomies. It emphasizes the need for improved context selection to enhance the accuracy of large language models and reduce the occurrence of hallucinations in information extraction tasks.",a text generation objective,random,parallel distributed compensation,False,4,1,6,4.0
1-41666_89a913b3-9f44-4ee4-80d9-4861ab8d754d,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of effectively generating AI research leaderboards by extracting specific quadruples from scholarly articles, highlighting the limitations of traditional approaches that rely on predefined taxonomies. It emphasizes the need for improved context selection to enhance the accuracy of large language models and reduce the occurrence of hallucinations in information extraction tasks.",a text generation objective,gpt-4o,knowledge graph construction techniques,False,4,1,1,0.6666666666666666
1-41666_89a913b3-9f44-4ee4-80d9-4861ab8d754d,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of effectively generating AI research leaderboards by extracting specific quadruples from scholarly articles, highlighting the limitations of traditional approaches that rely on predefined taxonomies. It emphasizes the need for improved context selection to enhance the accuracy of large language models and reduce the occurrence of hallucinations in information extraction tasks.",a text generation objective,ours,a standard question-answering task,False,4,1,3,2.0
1-41666_89a913b3-9f44-4ee4-80d9-4861ab8d754d,noy.sternlicht@mail.huji.ac.il,"The study addresses the challenge of effectively generating AI research leaderboards by extracting specific quadruples from scholarly articles, highlighting the limitations of traditional approaches that rely on predefined taxonomies. It emphasizes the need for improved context selection to enhance the accuracy of large language models and reduce the occurrence of hallucinations in information extraction tasks.",a text generation objective,mpnet_zero,for the Automatic Term Extraction and Classification (ATE) and Classification) tasks,False,4,1,5,3.333333333333333
1-447_47f54a5c-2d5a-405b-817f-76d89fc256ae,noy.sternlicht@mail.huji.ac.il,"Existing RAG models often treat LLMs as passive recipients of information, which can lead to interference from noisy retrieved content. This approach can result in conflicts between external knowledge and parametric memory, highlighting the need for improved engagement and learning from retrieved evidence.",human learning behavior,ours,"Anderson's ACT-R (Adaptive Control of Thought-Rational), a cognitive architecture modeling human information access and memory dynamics",False,3,1,1,0.5
1-447_47f54a5c-2d5a-405b-817f-76d89fc256ae,noy.sternlicht@mail.huji.ac.il,"Existing RAG models often treat LLMs as passive recipients of information, which can lead to interference from noisy retrieved content. This approach can result in conflicts between external knowledge and parametric memory, highlighting the need for improved engagement and learning from retrieved evidence.",human learning behavior,random,a biomedical-specialized pre-trained language model,False,3,1,2,1.0
1-447_47f54a5c-2d5a-405b-817f-76d89fc256ae,noy.sternlicht@mail.huji.ac.il,"Existing RAG models often treat LLMs as passive recipients of information, which can lead to interference from noisy retrieved content. This approach can result in conflicts between external knowledge and parametric memory, highlighting the need for improved engagement and learning from retrieved evidence.",human learning behavior,positive,human learning behavior,False,3,1,3,1.5
1-447_47f54a5c-2d5a-405b-817f-76d89fc256ae,noy.sternlicht@mail.huji.ac.il,"Existing RAG models often treat LLMs as passive recipients of information, which can lead to interference from noisy retrieved content. This approach can result in conflicts between external knowledge and parametric memory, highlighting the need for improved engagement and learning from retrieved evidence.",human learning behavior,sciIE,Large-Language model (LLM),False,3,1,6,3.0
1-447_47f54a5c-2d5a-405b-817f-76d89fc256ae,noy.sternlicht@mail.huji.ac.il,"Existing RAG models often treat LLMs as passive recipients of information, which can lead to interference from noisy retrieved content. This approach can result in conflicts between external knowledge and parametric memory, highlighting the need for improved engagement and learning from retrieved evidence.",human learning behavior,gpt-4o,interactive learning systems,False,3,1,5,2.5
1-447_47f54a5c-2d5a-405b-817f-76d89fc256ae,noy.sternlicht@mail.huji.ac.il,"Existing RAG models often treat LLMs as passive recipients of information, which can lead to interference from noisy retrieved content. This approach can result in conflicts between external knowledge and parametric memory, highlighting the need for improved engagement and learning from retrieved evidence.",human learning behavior,mpnet_zero,Large Language Models' knowledge recall mechanisms,False,3,1,4,2.0
1-31870_974857e0-abd8-4ef1-8ef5-2ef3a634c21f,noy.sternlicht@mail.huji.ac.il,"The internal mechanisms of how multimodal large language models process features from diverse domains remain unexplored, indicating a need for further investigation into the distribution of domain-specific neurons. Additionally, while current models demonstrate Visual Question Answering capability, they do not fully utilize domain-specific information, highlighting a gap in their effectiveness.",multilingual research,positive,multilingual research,False,2,1,2,0.6666666666666666
1-31870_974857e0-abd8-4ef1-8ef5-2ef3a634c21f,noy.sternlicht@mail.huji.ac.il,"The internal mechanisms of how multimodal large language models process features from diverse domains remain unexplored, indicating a need for further investigation into the distribution of domain-specific neurons. Additionally, while current models demonstrate Visual Question Answering capability, they do not fully utilize domain-specific information, highlighting a gap in their effectiveness.",multilingual research,sciIE,multimodal large language model,False,2,1,5,1.6666666666666665
1-31870_974857e0-abd8-4ef1-8ef5-2ef3a634c21f,noy.sternlicht@mail.huji.ac.il,"The internal mechanisms of how multimodal large language models process features from diverse domains remain unexplored, indicating a need for further investigation into the distribution of domain-specific neurons. Additionally, while current models demonstrate Visual Question Answering capability, they do not fully utilize domain-specific information, highlighting a gap in their effectiveness.",multilingual research,random,image-based generative AI,False,2,1,3,1.0
1-31870_974857e0-abd8-4ef1-8ef5-2ef3a634c21f,noy.sternlicht@mail.huji.ac.il,"The internal mechanisms of how multimodal large language models process features from diverse domains remain unexplored, indicating a need for further investigation into the distribution of domain-specific neurons. Additionally, while current models demonstrate Visual Question Answering capability, they do not fully utilize domain-specific information, highlighting a gap in their effectiveness.",multilingual research,gpt-4o,multimodal transformers,False,2,1,6,2.0
1-31870_974857e0-abd8-4ef1-8ef5-2ef3a634c21f,noy.sternlicht@mail.huji.ac.il,"The internal mechanisms of how multimodal large language models process features from diverse domains remain unexplored, indicating a need for further investigation into the distribution of domain-specific neurons. Additionally, while current models demonstrate Visual Question Answering capability, they do not fully utilize domain-specific information, highlighting a gap in their effectiveness.",multilingual research,mpnet_zero,state-of-the-art multimodal large language models,False,2,1,4,1.3333333333333333
1-31870_974857e0-abd8-4ef1-8ef5-2ef3a634c21f,noy.sternlicht@mail.huji.ac.il,"The internal mechanisms of how multimodal large language models process features from diverse domains remain unexplored, indicating a need for further investigation into the distribution of domain-specific neurons. Additionally, while current models demonstrate Visual Question Answering capability, they do not fully utilize domain-specific information, highlighting a gap in their effectiveness.",multilingual research,ours,the image-to-text mapping process by the multimodal connector,False,2,1,1,0.3333333333333333
1-40473_92341f82-89ed-4e50-a21c-e848cddb91c1,noy.sternlicht@mail.huji.ac.il,Reasoning about compositional rules is challenging because it requires multiple reasoning steps and attending to the logical relationships between elements. There is a need for effective methods to elicit rule-based reasoning in complex logical expressions.,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",sciIE,rule-based reasoners,False,2,1,5,1.6666666666666665
